"postcode sector","All usual residents aged 3 and over","English (English or Welsh if in Wales)","Welsh/Cymraeg (in England only)","Other UK language: Total","Other UK language: Gaelic (Irish)","Other UK language: Gaelic (Scottish)","Other UK language: Manx Gaelic","Other UK language: Gaelic (Not otherwise specified)","Other UK language: Cornish","Other UK language: Scots","Other UK language: Gypsy/Traveller languages","French","Portuguese","Spanish","Other European Language (EU): Total","Other European Language (EU): Italian","Other European Language (EU): German","Other European Language (EU): Polish","Other European Language (EU): Slovak","Other European Language (EU): Czech","Other European Language (EU): Romanian","Other European Language (EU): Lithuanian","Other European Language (EU): Latvian","Other European Language (EU): Hungarian","Other European Language (EU): Bulgarian","Other European Language (EU): Greek","Other European Language (EU): Dutch","Other European Language (EU): Swedish","Other European Language (EU): Danish","Other European Language (EU): Finnish","Other European Language (EU): Estonian","Other European Language (EU): Slovenian","Other European Language (EU): Maltese","Other European Language (EU): Any other European Language (EU)","Other European Language (non EU): Total","Other European Language (non EU): Albanian","Other European Language (non EU): Serbian/Croatian/Bosnian","Other European Language (non EU): Ukrainian","Other European Language (non EU): Any other Eastern European Language (non EU)","Other European Language (non EU): Northern European Language (non EU)","Other European Language (non-national): Total","Other European Language (non-national): Romani language (any)","Other European Language (non-national): Yiddish","Russian","Turkish","Arabic","West/Central Asian Language: Total","West/Central Asian Language: Hebrew","West/Central Asian Language: Kurdish","West/Central Asian Language: Persian/Farsi","West/Central Asian Language: Pashto","West/Central Asian Language: West/Central Asian Language (all other)","South Asian Language: Total","South Asian Language: Urdu","South Asian Language: Hindi","South Asian Language: Panjabi","South Asian Language: Pakistani Pahari (with Mirpuri and Potwari)","South Asian Language: Bengali (with Sylheti and Chatgaya)","South Asian Language: Gujarati","South Asian Language: Marathi","South Asian Language: Telugu","South Asian Language: Tamil","South Asian Language: Malayalam","South Asian Language: Sinhala","South Asian Language: Nepalese","South Asian Language: South Asian Language (all other)","East Asian Language: Total","East Asian Language: Mandarin Chinese","East Asian Language: Cantonese Chinese","East Asian Language: All other Chinese","East Asian Language: Japanese","East Asian Language: Korean","East Asian Language: Vietnamese","East Asian Language: Thai","East Asian Language: Malay","East Asian Language: Tagalog/Filipino","East Asian Language: East Asian Language (all other)","Oceanic/Australian language (any)","North/South American language (any)","Caribbean Creole: Total","Caribbean Creole: Caribbean Creole (English-based)","Caribbean Creole: Caribbean Creole (all other)","African Language: Total","African Language: Amharic","African Language: Tigrinya","African Language: Somali","African Language: Krio","African Language: Akan","African Language: Yoruba","African Language: Igbo","African Language: Swahili/Kiswahili","African Language: Luganda","African Language: Lingala","African Language: Shona","African Language: Afrikaans","African Language: Any other Nigerian language","African Language: West African language (all other)","African Language: African language (all other)","Other Languages: Total","Other Languages: All other languages","Sign Language: Total","Sign Language: British sign language","Sign Language: Sign Language (all other)","Sign Language: Any Sign Communication System"

"PO22 0",3706,3633,0,0,0,0,0,0,0,0,0,3,3,2,27,1,3,15,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,1,0,0,0,16,3,1,0,0,10,0,0,0,0,0,0,1,1,9,0,0,0,0,0,0,1,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
"PO22 6",5656,5584,0,1,0,0,0,0,0,1,0,5,5,3,45,0,6,30,0,2,2,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PO22 7",5512,5443,0,0,0,0,0,0,0,0,0,3,7,1,29,1,8,13,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,1,1,0,0,3,0,0,0,0,13,0,3,7,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,0,1
"PO22 8",5568,5425,0,0,0,0,0,0,0,0,0,1,8,5,93,1,3,76,0,2,1,3,2,2,1,0,1,0,0,0,0,1,0,0,6,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,1,2,0,0,0,9,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,2,1,0,1
"PO22 9",7070,6576,0,0,0,0,0,0,0,0,0,3,34,9,342,4,4,274,5,2,0,20,22,2,3,0,2,0,0,0,3,0,1,0,7,0,0,7,0,0,0,0,0,20,5,3,3,0,2,0,1,0,38,1,0,0,0,22,4,0,0,8,0,0,3,0,19,1,4,9,0,0,0,3,1,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,1,1,3,1,1,1
"PO3  5",7328,7080,1,0,0,0,0,0,0,0,0,5,10,9,68,6,1,24,2,0,17,3,0,8,1,3,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,5,7,3,14,0,8,6,0,0,34,8,0,0,0,16,0,0,0,2,7,0,0,1,81,5,22,24,2,0,1,4,1,19,3,0,0,0,0,0,7,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,0,3,2,0,1
"PO3  6",11185,10903,0,0,0,0,0,0,0,0,0,12,10,15,91,2,4,51,0,0,7,9,0,4,4,0,4,1,1,0,0,0,3,1,2,1,1,0,0,0,0,0,0,4,5,7,11,0,7,2,2,0,55,1,0,2,0,27,2,0,0,0,5,0,17,1,46,3,10,15,2,2,0,8,0,4,2,0,0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,10,0,0,0,6,2,2,4,3,0,1
"PO30 1",6923,6785,1,0,0,0,0,0,0,0,0,6,0,7,57,3,3,13,4,1,1,5,0,8,10,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,12,0,0,0,0,1,0,0,1,4,6,0,0,0,35,0,2,8,1,0,0,2,0,20,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11,3,1,7
"PO30 2",5166,5090,0,0,0,0,0,0,0,0,0,3,1,3,25,1,1,12,0,0,6,1,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,6,0,1,0,0,3,0,0,0,0,2,0,0,0,27,0,0,0,3,0,0,1,0,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2
"PO30 3",2275,2241,0,0,0,0,0,0,0,0,0,3,0,2,18,0,4,5,0,0,0,5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"PO30 4",3053,3031,0,0,0,0,0,0,0,0,0,0,1,1,14,0,3,3,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO30 5",12003,11694,2,5,0,0,0,2,0,3,0,23,8,16,101,9,7,42,2,2,20,2,4,9,0,1,1,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,11,9,4,0,3,0,1,0,41,9,3,3,0,17,0,0,2,4,0,0,0,3,64,1,2,9,3,0,2,5,0,42,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,3,3,5,0,1,4
"PO31 7",8302,8075,0,0,0,0,0,0,0,0,0,17,14,6,99,5,28,24,4,0,5,1,0,7,7,7,3,3,1,2,0,0,0,2,2,1,0,0,0,1,0,0,0,2,2,2,2,1,0,1,0,0,15,3,0,0,0,8,0,0,0,4,0,0,0,0,59,1,4,5,3,0,1,2,5,38,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
"PO31 8",5642,5555,0,0,0,0,0,0,0,0,0,13,3,4,39,2,9,10,1,1,1,0,0,1,0,0,3,8,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,1,0,3,0,0,2,1,0,7,0,1,0,0,4,0,0,0,0,2,0,0,0,12,0,0,1,2,0,0,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
"PO32 6",7817,7713,1,0,0,0,0,0,0,0,0,9,5,7,40,6,7,13,2,0,1,5,0,0,0,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2,0,11,0,2,0,0,0,1,0,6,0,2,0,0,0,24,1,2,3,2,0,0,1,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO33 1",8382,8229,0,0,0,0,0,0,0,0,0,14,1,1,70,1,14,20,6,0,8,6,1,6,0,3,2,1,0,2,0,0,0,0,5,1,1,1,1,1,0,0,0,4,1,1,1,1,0,0,0,0,28,2,3,3,0,4,1,0,0,5,10,0,0,0,23,0,0,11,0,0,0,5,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0
"PO33 2",7367,7114,0,0,0,0,0,0,0,0,0,10,1,4,125,7,10,60,3,3,17,1,2,3,5,5,4,1,2,0,2,0,0,0,3,0,0,2,0,1,0,0,0,2,5,0,4,0,0,3,1,0,42,10,1,0,0,13,0,2,0,9,6,0,0,1,47,1,2,10,0,2,0,1,1,29,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,5,2,1,2
"PO33 3",9098,8956,1,1,0,0,0,1,0,0,0,9,1,6,63,0,8,39,5,0,0,0,1,0,0,1,2,5,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,6,1,4,1,0,1,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,23,1,0,0,2,0,0,3,2,15,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,15,7,1,7
"PO33 4",5226,5141,0,0,0,0,0,0,0,0,0,2,1,4,37,3,12,14,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7,0,0,7,0,0,10,2,0,0,0,0,4,0,0,1,3,0,0,0,15,0,4,2,1,0,0,0,1,7,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0
"PO34 5",2057,2036,2,0,0,0,0,0,0,0,0,1,1,1,11,0,1,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO35 5",3633,3560,0,0,0,0,0,0,0,0,0,3,6,4,52,2,1,27,1,1,8,0,2,0,2,1,3,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"PO36 0",4573,4534,0,0,0,0,0,0,0,0,0,3,5,2,21,1,0,10,0,1,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
"PO36 8",5111,4973,0,0,0,0,0,0,0,0,0,4,1,3,81,2,3,56,3,0,6,0,0,7,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,0,0,0,1,1,13,0,0,0,0,0,11,0,2,0,0,0,0,0,19,0,3,4,1,0,0,4,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
"PO36 9",6850,6750,0,0,0,0,0,0,0,0,0,3,5,2,53,5,1,29,2,0,4,0,0,7,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,1,0,0,8,3,0,1,0,1,0,0,0,3,0,0,0,0,17,0,0,4,2,0,0,5,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
"PO37 6",3358,3265,0,0,0,0,0,0,0,0,0,1,4,4,61,3,23,19,3,3,0,0,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2
"PO37 7",5493,5395,0,0,0,0,0,0,0,0,0,11,1,9,50,1,4,31,1,0,6,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,9,0,1,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1
"PO38 1",5839,5742,1,0,0,0,0,0,0,0,0,5,1,5,58,6,8,15,0,2,2,7,3,2,0,0,8,2,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,0,1,0,0,1,3,0,0,0,1,0,0,0,9,2,1,3,1,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"PO38 2",2666,2641,1,0,0,0,0,0,0,0,0,1,1,0,15,4,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO38 3",3772,3740,0,0,0,0,0,0,0,0,0,0,2,3,14,0,4,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO39 0",2591,2531,0,0,0,0,0,0,0,0,0,2,4,1,12,3,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,34,2,0,5,2,0,0,2,1,14,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PO4  0",13898,12782,6,1,0,0,0,0,0,1,0,55,18,42,373,24,30,144,11,10,17,23,15,19,28,25,8,7,4,3,1,0,3,1,24,6,3,5,0,10,0,0,0,21,17,47,75,0,29,27,17,2,196,17,4,16,0,123,16,0,2,8,2,3,4,1,193,12,27,95,6,3,2,12,9,24,3,0,0,0,0,0,38,0,3,0,0,1,3,3,4,2,1,4,0,5,5,7,7,7,3,3,0,0
"PO4  8",13921,13216,1,2,0,0,0,0,0,2,0,27,11,11,245,13,23,87,7,7,15,11,9,11,21,22,3,4,6,0,0,0,6,0,13,4,4,1,1,3,1,1,0,20,9,17,31,0,9,18,0,4,110,1,11,6,0,47,9,4,2,9,1,6,14,0,153,6,11,67,4,5,5,10,29,15,1,0,0,0,0,0,47,0,0,2,0,4,1,3,5,0,6,15,0,3,0,8,2,2,5,2,0,3
"PO4  9",14640,13949,1,0,0,0,0,0,0,0,0,37,30,20,287,16,27,109,8,8,32,22,4,18,14,12,4,3,5,1,0,0,3,1,8,4,1,1,1,1,0,0,0,21,11,31,36,0,9,15,8,4,81,0,7,3,0,43,10,0,0,3,0,8,7,0,81,4,11,30,3,1,1,8,3,17,3,3,0,0,0,0,40,2,0,0,0,5,5,0,4,1,3,3,6,1,0,10,2,2,2,1,0,1
"PO40 9",5325,5281,2,0,0,0,0,0,0,0,0,2,3,4,20,1,7,5,0,0,0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"PO41 0",1981,1961,0,0,0,0,0,0,0,0,0,1,0,1,9,0,2,2,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"PO5  1",9062,7958,0,0,0,0,0,0,0,0,0,58,20,29,389,28,31,135,9,11,13,12,8,29,34,58,6,8,1,2,0,0,4,0,7,5,0,0,0,2,0,0,0,13,26,55,44,0,23,15,1,5,215,6,4,4,5,169,2,1,0,12,1,3,2,6,209,15,18,119,6,2,5,15,16,11,2,0,0,0,0,0,37,1,1,0,1,2,7,6,2,0,1,3,1,2,5,5,2,2,0,0,0,0
"PO5  2",7274,6473,4,1,0,0,0,0,0,1,0,50,52,18,293,17,23,106,13,7,28,3,5,22,21,31,2,10,0,2,1,0,0,2,14,6,3,0,0,5,1,1,0,29,13,54,45,0,6,34,2,3,108,8,3,2,0,59,6,0,0,15,0,3,8,4,86,8,5,24,8,3,10,12,5,6,5,0,0,0,0,0,29,3,1,0,0,0,3,2,5,0,0,10,0,1,3,1,0,0,4,1,0,3
"PO5  3",5619,4838,0,2,2,0,0,0,0,0,0,28,66,25,226,11,20,48,4,8,21,4,5,17,16,63,5,3,0,0,1,0,0,0,13,3,2,1,0,7,0,0,0,16,18,55,34,0,23,9,0,2,59,1,1,3,0,26,4,4,12,1,0,2,5,0,217,4,55,114,7,3,7,7,11,5,4,0,0,0,0,0,21,4,4,0,0,1,0,1,3,0,1,3,1,0,1,2,1,1,0,0,0,0
"PO5  4",6986,5618,0,0,0,0,0,0,0,0,0,34,43,10,285,6,10,115,8,20,10,16,10,6,16,57,5,0,1,0,4,0,1,0,39,34,2,0,0,3,0,0,0,18,34,80,233,0,190,38,2,3,279,4,5,5,0,230,14,0,1,6,0,7,2,5,244,17,17,124,6,1,16,30,15,15,3,0,0,1,1,0,55,3,16,0,0,1,3,0,9,0,0,7,1,3,3,9,10,10,3,3,0,0
"PO6  1",8248,8089,1,1,0,0,0,1,0,0,0,8,2,4,56,5,6,19,10,1,2,0,1,0,3,3,0,1,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,1,1,19,0,4,6,6,3,40,4,2,0,0,12,5,0,3,8,6,0,0,0,20,0,3,10,1,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,1
"PO6  2",11054,10757,0,0,0,0,0,0,0,0,0,5,6,6,101,3,4,48,7,2,8,7,0,6,4,5,2,2,1,0,0,0,2,0,4,3,1,0,0,0,0,0,0,4,7,3,12,0,7,4,0,1,94,6,0,0,0,47,11,0,0,2,15,0,10,3,34,2,5,8,0,1,4,5,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,0,0,3,2,2,0,4,1,1,7,5,0,2
"PO6  3",9460,9078,0,0,0,0,0,0,0,0,0,4,5,7,93,0,3,55,3,1,15,3,0,4,3,2,3,1,0,0,0,0,0,0,6,0,2,3,0,1,0,0,0,11,4,4,9,0,2,6,0,1,94,4,8,0,0,10,2,0,4,4,54,2,5,1,117,4,6,9,0,0,3,6,0,84,5,0,0,0,0,0,16,0,0,1,0,0,1,0,0,0,0,11,0,0,0,3,1,1,11,9,1,1
"PO6  4",10138,9865,1,0,0,0,0,0,0,0,0,5,10,5,85,2,3,39,2,2,9,5,1,4,4,1,4,4,0,0,0,1,4,0,2,2,0,0,0,0,0,0,0,2,1,20,4,0,1,2,0,1,35,1,3,5,0,10,3,0,0,3,5,0,4,1,77,1,5,21,0,0,6,5,1,37,1,7,0,1,0,1,8,0,0,0,0,1,0,0,1,0,0,2,1,0,0,3,4,4,6,6,0,0
"PO7  4",1138,1126,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PO7  5",11250,11086,1,0,0,0,0,0,0,0,0,3,6,7,70,0,5,26,0,2,7,0,24,3,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,3,4,8,3,0,0,3,0,0,16,6,0,0,0,3,0,0,0,0,7,0,0,0,35,0,3,6,0,0,0,5,0,17,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0,0,0,0
"PO7  6",9623,9526,0,0,0,0,0,0,0,0,0,3,1,6,24,1,2,4,0,1,1,0,0,2,2,0,4,3,0,1,0,0,3,0,4,0,0,0,1,3,0,0,0,9,1,3,0,0,0,0,0,0,24,2,0,3,0,10,0,0,0,1,0,0,8,0,18,0,7,4,0,1,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,2
"PO7  7",8789,8630,0,1,0,0,0,0,0,1,0,11,6,7,52,2,9,22,2,0,9,1,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,27,4,6,0,0,0,3,0,0,1,13,0,0,0,37,1,13,10,6,0,0,1,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,5,2,0,3
"PO7  8",8167,8026,0,2,0,0,0,0,0,2,0,1,6,8,38,1,2,13,3,1,11,1,1,2,0,0,1,0,0,0,0,0,2,0,5,4,0,0,0,1,0,0,0,1,2,0,5,0,2,2,0,1,21,1,1,1,0,0,6,0,0,0,12,0,0,0,42,4,5,13,2,0,2,5,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,4,3,0,1
"PO8  0",9371,9263,0,0,0,0,0,0,0,0,0,8,3,3,32,0,9,2,3,0,2,1,0,7,4,1,0,1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,6,4,0,4,0,0,0,24,1,2,2,0,6,2,0,0,0,6,0,5,0,19,1,3,8,1,2,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,1,0
"PO8  8",9223,9123,1,0,0,0,0,0,0,0,0,6,2,5,37,1,7,5,1,0,5,0,0,5,7,2,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,5,1,0,3,0,0,3,0,0,14,1,3,2,0,5,0,0,0,0,3,0,0,0,16,0,3,4,1,1,0,4,0,3,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,2,2,0,0,2,1,1,1,0,0,1
"PO8  9",14246,14078,0,2,0,0,0,0,0,1,1,14,7,8,51,2,9,17,3,0,2,1,1,2,0,0,1,2,3,1,0,0,7,0,5,0,3,1,0,1,0,0,0,0,4,13,1,0,1,0,0,0,24,0,0,2,0,13,0,0,0,2,0,0,7,0,34,2,4,18,0,2,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0
"PO9  1",5108,4965,2,0,0,0,0,0,0,0,0,9,3,8,44,2,2,20,0,1,5,3,3,0,4,0,2,1,0,0,0,0,0,1,2,0,0,0,1,1,0,0,0,5,8,4,0,0,0,0,0,0,24,0,0,0,0,10,3,0,0,0,11,0,0,0,33,2,10,10,0,1,0,3,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PO9  2",10052,9957,0,0,0,0,0,0,0,0,0,8,5,8,19,0,4,3,4,0,0,2,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,1,0,0,15,0,0,6,0,3,0,0,0,0,4,2,0,0,16,0,3,5,1,0,0,3,0,4,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,1,6,4,0,2
"PO9  3",9787,9657,0,0,0,0,0,0,0,0,0,5,4,12,31,4,4,11,0,1,3,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,3,2,1,1,0,0,0,35,1,0,1,0,20,7,0,0,1,5,0,0,0,21,0,1,3,1,0,0,4,1,11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,1,4,4,0,0
"PO9  4",10027,9929,0,0,0,0,0,0,0,0,0,6,1,8,44,3,2,21,0,0,3,0,0,0,3,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,5,2,0,0,8,0,1,0,0,0,2,0,3,1,1,0,0,0,14,0,2,2,2,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,1
"PO9  5",8899,8799,0,0,0,0,0,0,0,0,0,4,3,7,28,1,8,10,1,0,2,0,0,4,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,5,2,5,5,0,1,3,1,0,11,0,4,1,0,2,1,0,0,0,3,0,0,0,20,0,2,1,0,0,2,3,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,2,2,0,0
"PO9  6",2794,2767,1,0,0,0,0,0,0,0,0,7,1,0,6,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
