"postcode sector","All categories: Passports held","Europe: Total","Europe: United Kingdom","Europe: Ireland","Europe: Other Europe: Total","Europe: Other Europe: EU countries: Total","Europe: Other Europe: EU countries: Member countries in March 2001: Total","Europe: Other Europe: EU countries: Member countries in March 2001: France","Europe: Other Europe: EU countries: Member countries in March 2001: Germany","Europe: Other Europe: EU countries: Member countries in March 2001: Italy","Europe: Other Europe: EU countries: Member countries in March 2001: Portugal","Europe: Other Europe: EU countries: Member countries in March 2001: Spain","Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Romania","Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries","Europe: Other Europe: Rest of Europe: Total","Europe: Other Europe: Rest of Europe: Turkey","Europe: Other Europe: Rest of Europe: Other Europe","Africa: Total","Africa: North Africa","Africa: Central and Western Africa: Total","Africa: Central and Western Africa: Ghana","Africa: Central and Western Africa: Nigeria","Africa: Central and Western Africa: Other Central and Western Africa","Africa: South and Eastern Africa: Total","Africa: South and Eastern Africa: Kenya","Africa: South and Eastern Africa: Somalia","Africa: South and Eastern Africa: South Africa","Africa: South and Eastern Africa: Zimbabwe","Africa: South and Eastern Africa: Other South and Eastern Africa","Middle East and Asia: Total","Middle East and Asia: Middle East: Total","Middle East and Asia: Middle East: Iran","Middle East and Asia: Middle East: Iraq","Middle East and Asia: Middle East: Other Middle East","Middle East and Asia: Eastern Asia: Total","Middle East and Asia: Eastern Asia: China","Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China)","Middle East and Asia: Eastern Asia: Japan","Middle East and Asia: Eastern Asia: Other Eastern Asia","Middle East and Asia: Southern Asia: Total","Middle East and Asia: Southern Asia: Afghanistan","Middle East and Asia: Southern Asia: Bangladesh","Middle East and Asia: Southern Asia: India","Middle East and Asia: Southern Asia: Pakistan","Middle East and Asia: Southern Asia: Sri Lanka","Middle East and Asia: Southern Asia: Other Southern Asia","Middle East and Asia: South-East Asia: Total","Middle East and Asia: South-East Asia: Malaysia","Middle East and Asia: South-East Asia: Philippines","Middle East and Asia: South-East Asia: Singapore","Middle East and Asia: South-East Asia: Other South-East Asia","Middle East and Asia: Central Asia","The Americas and the Caribbean: Total","The Americas and the Caribbean: North America: Total","The Americas and the Caribbean: North America: Canada","The Americas and the Caribbean: North America: United States","The Americas and the Caribbean: Central America","The Americas and the Caribbean: South America","The Americas and the Caribbean: The Caribbean: Total","The Americas and the Caribbean: The Caribbean: Jamaica","The Americas and the Caribbean: The Caribbean: Other Caribbean","Antarctica and Oceania: Total","Antarctica and Oceania: Australasia: Total","Antarctica and Oceania: Australasia: Australia","Antarctica and Oceania: Australasia: New Zealand","Antarctica and Oceania: Other Oceania","British Overseas Territories","No passport held"

"S61  4",7592,5431,5308,16,107,103,42,32,1,3,1,1,4,61,8,27,1,25,4,3,1,13,1,6,0,3,3,6,2,0,0,3,1,25,4,1,2,1,1,1,0,0,0,17,0,0,10,6,1,0,3,0,3,0,0,0,6,4,0,4,1,1,0,0,0,0,0,0,0,0,0,2117
"S62  5",4892,3231,3184,10,37,35,10,0,2,0,1,2,5,25,7,16,0,2,2,0,2,14,1,0,0,0,0,13,0,0,0,8,5,11,0,0,0,0,5,5,0,0,0,3,0,0,1,2,0,0,3,0,1,0,2,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1632
"S62  6",6678,5035,4941,16,78,75,20,0,2,5,2,2,9,55,3,34,3,15,3,2,1,28,4,4,1,2,1,20,1,0,5,14,0,34,4,3,0,1,8,8,0,0,0,20,6,3,6,5,0,0,2,0,1,0,1,0,5,3,0,3,0,1,1,1,0,1,1,0,1,0,0,1575
"S62  7",6416,4599,4566,11,22,19,7,0,4,0,0,1,2,12,3,5,0,4,3,1,2,11,0,1,0,1,0,10,0,0,1,3,6,14,0,0,0,0,1,1,0,0,0,4,0,0,1,2,1,0,9,0,2,0,7,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1790
"S63  0",7432,5011,4952,12,47,46,11,1,2,1,2,0,5,35,3,22,1,9,1,0,1,6,0,1,1,0,0,5,1,0,0,4,0,9,1,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,5,0,3,0,2,0,4,4,3,1,0,0,0,0,0,3,3,1,2,0,0,2399
"S63  6",7164,5192,5150,5,37,36,11,1,1,3,1,0,5,25,1,17,1,6,1,1,0,4,0,0,0,0,0,4,0,0,1,2,1,8,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1957
"S63  7",15070,12320,12034,22,264,256,36,5,4,3,3,6,15,220,8,165,1,46,8,4,4,44,2,20,3,15,2,22,1,0,5,16,0,88,5,2,0,3,8,6,0,0,2,63,0,0,56,3,1,3,12,6,2,0,4,0,14,12,3,9,0,2,0,0,0,2,2,2,0,0,0,2602
"S63  8",4954,3336,3305,3,28,25,4,0,0,1,0,1,2,21,1,11,0,9,3,3,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1615
"S63  9",6561,4711,4621,16,74,70,18,1,11,0,1,1,4,52,1,31,0,20,4,1,3,15,1,3,0,1,2,11,0,0,1,10,0,18,0,0,0,0,1,1,0,0,0,13,0,2,5,6,0,0,4,1,1,0,2,0,4,2,0,2,1,0,1,0,1,7,7,0,7,0,0,1806
"S64  0",6688,4751,4680,4,67,65,12,1,2,1,0,2,6,53,1,41,1,10,2,1,1,14,0,4,3,1,0,10,2,0,2,4,2,26,0,0,0,0,2,2,0,0,0,19,0,1,4,3,0,11,5,3,2,0,0,0,3,2,1,1,0,1,0,0,0,1,1,0,1,0,0,1893
"S64  5",1885,1357,1350,3,4,3,1,0,0,0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,5,0,0,0,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
"S64  8",10424,7592,7450,12,130,128,18,0,2,2,0,1,13,110,19,66,1,24,2,1,1,19,7,0,0,0,0,12,0,0,7,3,2,33,9,3,0,6,6,4,2,0,0,14,1,1,2,9,1,0,4,2,0,0,2,0,8,7,2,5,0,0,1,1,0,1,1,0,1,0,0,2771
"S64  9",6889,4490,4382,10,98,97,16,1,10,2,0,1,2,81,8,59,0,14,1,1,0,6,1,0,0,0,0,5,0,0,2,3,0,12,0,0,0,0,3,3,0,0,0,5,0,0,3,1,0,1,4,3,0,0,1,0,9,4,0,4,0,3,2,1,1,0,0,0,0,0,0,2372
"S65  1",10910,8480,7930,23,527,518,38,3,3,9,3,2,18,480,42,34,2,402,9,0,9,60,7,22,7,2,13,31,6,0,0,21,4,240,36,4,18,14,9,8,0,0,1,185,43,3,23,112,4,0,10,2,1,1,6,0,9,5,1,4,1,2,1,0,1,4,4,3,1,0,0,2117
"S65  2",11065,7391,7165,33,193,188,27,3,5,6,1,1,11,161,17,43,0,101,5,1,4,45,4,10,0,3,7,31,4,0,1,16,10,136,8,1,1,6,3,3,0,0,0,109,12,1,15,80,0,1,16,1,6,2,7,0,4,4,0,4,0,0,0,0,0,1,1,0,1,0,0,3488
"S65  3",7049,4752,4677,27,48,48,15,0,2,1,2,3,7,33,1,19,0,13,0,0,0,26,4,9,4,3,2,13,3,0,1,9,0,18,5,1,1,3,1,1,0,0,0,9,0,1,1,7,0,0,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2251
"S65  4",5774,4072,4029,11,32,32,9,1,3,2,0,0,3,23,3,11,1,8,0,0,0,5,0,0,0,0,0,5,0,0,3,1,1,8,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,3,0,1,0,2,0,6,1,1,0,0,4,1,1,0,0,0,0,0,0,0,1683
"S66  1",4118,3477,3458,5,14,14,8,3,1,0,0,1,3,6,2,3,0,1,0,0,0,4,1,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,1,1,0,0,0,9,0,0,5,4,0,0,1,0,0,0,1,0,2,2,0,2,0,0,0,0,0,1,1,0,1,0,0,623
"S66  2",8086,6129,6068,12,49,48,12,0,7,2,1,0,2,36,2,13,1,20,1,0,1,6,1,3,0,1,2,2,0,0,2,0,0,26,3,2,0,1,4,4,0,0,0,13,0,1,6,3,3,0,6,0,3,0,3,0,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1922
"S66  3",3930,3100,3077,1,22,18,1,0,1,0,0,0,0,17,0,8,0,9,4,3,1,2,1,0,0,0,0,1,0,0,1,0,0,18,7,2,5,0,2,2,0,0,0,4,0,0,4,0,0,0,5,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
"S66  7",9083,6356,6277,14,65,64,11,0,2,2,1,0,6,53,1,36,6,10,1,0,1,7,0,2,0,0,2,5,2,0,0,3,0,17,0,0,0,0,0,0,0,0,0,11,1,0,6,4,0,0,6,2,0,0,4,0,5,4,2,2,0,0,1,0,1,0,0,0,0,0,0,2698
"S66  8",9951,8117,7969,22,126,122,24,2,4,4,2,2,10,98,8,65,3,22,4,3,1,14,1,3,1,1,1,10,1,0,4,2,3,32,0,0,0,0,2,2,0,0,0,21,0,1,17,3,0,0,9,0,4,0,5,0,8,6,1,5,1,1,0,0,0,3,3,3,0,0,0,1777
"S66  9",4460,3110,3081,5,24,17,6,1,0,3,1,0,1,11,1,6,0,4,7,6,1,4,1,0,0,0,0,3,0,0,0,3,0,12,3,0,1,2,3,1,1,1,0,3,0,0,3,0,0,0,3,2,1,0,0,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1331
"S7   1",7696,6254,5992,52,210,199,112,12,27,13,6,6,48,87,7,41,5,34,11,6,5,66,15,26,4,19,3,25,3,0,3,11,8,445,49,4,42,3,55,53,1,1,0,328,2,20,143,157,2,4,13,9,0,1,3,0,29,18,1,17,1,4,6,5,1,5,5,5,0,0,1,896
"S7   2",7168,6252,6100,44,108,102,69,4,11,26,3,5,20,33,3,20,1,9,6,1,5,27,11,7,5,1,1,9,1,0,3,2,3,87,4,1,0,3,11,6,1,4,0,65,1,2,14,47,1,0,7,3,0,0,4,0,21,9,3,6,0,5,7,4,3,5,5,5,0,0,0,776
"S70  1",10882,8712,8487,15,210,201,26,2,2,5,7,2,8,175,9,113,2,51,9,2,7,31,5,8,1,7,0,18,2,2,1,12,1,44,4,0,3,1,3,3,0,0,0,30,0,4,18,5,0,3,7,2,0,1,4,0,10,4,1,3,0,4,2,0,2,7,7,6,1,0,0,2078
"S70  2",3326,2879,2811,9,59,55,12,0,6,1,0,1,4,43,6,31,1,5,4,0,4,17,2,6,3,3,0,9,0,1,1,7,0,14,4,3,0,1,0,0,0,0,0,7,3,0,1,1,0,2,3,0,0,0,3,0,7,5,1,4,0,0,2,0,2,0,0,0,0,0,0,409
"S70  3",7634,5359,5214,17,128,116,27,1,4,2,7,1,12,89,5,69,0,15,12,3,9,35,0,5,1,1,3,30,2,0,5,22,1,18,1,0,0,1,2,2,0,0,0,13,0,1,8,2,2,0,2,0,1,0,1,0,1,1,0,1,0,0,0,0,0,3,3,2,1,0,0,2218
"S70  4",6088,3995,3895,5,95,89,18,0,2,2,0,4,10,71,3,45,0,23,6,1,5,29,3,4,0,2,2,22,1,0,0,19,2,25,1,1,0,0,1,1,0,0,0,14,0,0,3,10,1,0,9,1,4,0,4,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2037
"S70  5",5857,4249,4204,9,36,32,9,0,1,2,0,0,6,23,1,20,0,2,4,0,4,5,0,0,0,0,0,5,0,0,0,5,0,7,0,0,0,0,5,1,0,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1594
"S70  6",7285,5669,5406,16,247,242,24,6,1,4,2,2,9,218,24,128,1,65,5,0,5,35,0,13,11,2,0,22,3,0,2,4,13,30,5,0,1,4,2,1,0,1,0,17,0,1,10,5,1,0,6,1,1,0,4,0,11,8,3,5,1,0,2,0,2,3,3,2,1,0,1,1536
"S71  1",10247,7932,7763,17,152,146,33,0,9,2,1,4,17,113,16,73,0,24,6,1,5,22,1,7,1,4,2,14,0,0,8,5,1,34,8,7,1,0,5,4,0,1,0,16,0,0,6,7,0,3,5,1,0,0,4,0,9,3,2,1,0,6,0,0,0,0,0,0,0,0,0,2250
"S71  2",7613,5875,5792,10,73,69,20,4,2,1,2,1,10,49,2,26,0,21,4,2,2,23,1,8,0,4,4,14,2,0,1,11,0,10,0,0,0,0,5,0,0,5,0,3,0,0,3,0,0,0,2,0,0,0,2,0,7,5,2,3,0,2,0,0,0,2,2,2,0,0,0,1696
"S71  3",9739,6861,6771,10,80,79,18,2,8,2,0,0,6,61,1,38,0,22,1,0,1,25,0,1,0,1,0,24,0,0,3,19,2,15,0,0,0,0,1,1,0,0,0,8,4,0,4,0,0,0,6,0,2,2,2,0,8,5,1,4,2,1,0,0,0,0,0,0,0,0,0,2830
"S71  4",7431,5297,5246,5,46,45,16,0,4,2,0,7,3,29,0,26,0,3,1,0,1,11,2,1,0,0,1,8,1,0,4,2,1,8,1,1,0,0,1,0,1,0,0,4,0,2,2,0,0,0,2,0,0,0,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2113
"S71  5",7638,5619,5564,12,43,41,11,1,2,2,5,1,0,30,0,25,3,2,2,1,1,16,0,0,0,0,0,16,3,0,4,9,0,32,3,3,0,0,15,13,0,1,1,8,0,0,8,0,0,0,6,0,3,0,3,0,6,6,3,3,0,0,0,0,0,1,1,1,0,0,0,1964
"S72  0",2462,1758,1741,2,15,15,2,0,2,0,0,0,0,13,0,11,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698
"S72  7",4538,3165,3071,11,83,81,16,1,3,0,6,3,3,65,1,38,0,26,2,1,1,4,0,1,1,0,0,3,0,0,1,2,0,11,0,0,0,0,1,0,0,1,0,7,0,0,2,4,0,1,3,2,0,0,1,0,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1354
"S72  8",10262,7500,7261,8,231,225,4,0,2,1,0,0,1,221,7,176,6,32,6,3,3,27,2,6,2,0,4,19,2,0,7,9,1,15,2,2,0,0,6,6,0,0,0,5,0,0,3,2,0,0,2,0,1,0,1,0,5,4,1,3,0,1,0,0,0,2,2,2,0,0,0,2713
"S72  9",3190,2319,2308,4,7,6,2,1,0,1,0,0,0,4,0,3,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,6,0,0,0,0,1,1,0,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,3,2,0,2,0,0,1,1,0,0,0,0,0,0,0,861
"S73  0",10919,8250,7962,17,271,271,31,2,9,5,5,5,5,240,10,202,0,28,0,0,0,21,1,10,1,1,8,10,0,0,6,4,0,30,0,0,0,0,5,4,0,1,0,17,1,3,5,6,2,0,8,2,0,0,6,0,6,3,1,2,1,1,1,0,1,2,2,2,0,0,0,2610
"S73  8",7300,5140,5051,10,79,74,16,0,1,0,7,0,8,58,2,44,0,12,5,5,0,9,1,1,0,0,1,7,5,0,0,2,0,32,1,0,0,1,2,1,0,1,0,19,0,2,10,6,0,1,10,0,0,0,10,0,6,1,0,1,0,2,3,2,1,1,1,1,0,0,1,2111
"S73  9",5579,3947,3910,5,32,29,5,1,3,0,0,0,1,24,0,15,0,9,3,0,3,8,1,0,0,0,0,7,0,0,3,4,0,15,3,0,0,3,1,1,0,0,0,8,0,1,3,0,4,0,3,0,1,0,2,0,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,1606
"S74  0",6159,4257,4195,8,54,50,11,0,8,1,0,0,2,39,0,31,3,5,4,1,3,7,0,1,0,0,1,6,1,0,0,4,1,5,1,0,1,0,1,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890
"S74  8",2896,2028,2004,3,21,20,6,0,4,1,0,0,1,14,0,14,0,0,1,0,1,5,1,1,1,0,0,3,0,0,0,3,0,5,1,0,0,1,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,856
"S74  9",4928,3401,3360,11,30,24,8,0,3,0,1,2,2,16,1,13,0,2,6,5,1,7,0,2,1,0,1,5,0,0,1,4,0,14,0,0,0,0,2,2,0,0,0,10,1,3,4,2,0,0,2,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1505
"S75  1",6693,5511,5444,12,55,53,7,2,0,1,1,0,3,46,7,31,1,7,2,0,2,9,0,0,0,0,0,9,0,0,4,5,0,17,0,0,0,0,4,4,0,0,0,8,0,0,1,4,3,0,5,4,1,0,0,0,5,4,1,3,0,1,0,0,0,5,5,4,1,0,0,1146
"S75  2",10025,8269,8165,23,81,78,22,0,4,3,5,5,5,56,7,36,4,9,3,1,2,22,2,8,1,5,2,12,0,0,3,9,0,92,12,2,1,9,4,1,1,2,0,58,1,2,39,14,2,0,18,8,5,1,4,0,8,7,5,2,0,0,1,0,1,3,3,3,0,0,0,1631
"S75  3",8642,6969,6863,19,87,81,29,2,2,10,4,1,10,52,1,37,5,9,6,1,5,13,1,2,0,2,0,10,0,0,3,6,1,42,0,0,0,0,12,6,0,6,0,17,0,2,10,5,0,0,13,0,9,0,4,0,7,4,1,3,0,2,1,1,0,5,5,5,0,0,0,1606
"S75  4",3941,3328,3288,8,32,29,15,0,6,1,1,0,7,14,3,9,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,2,0,1,0,1,0,6,6,1,5,0,0,0,0,0,2,2,1,1,0,1,599
"S75  5",6469,5014,4962,10,42,42,6,1,0,1,2,0,2,36,0,22,0,14,0,0,0,4,0,0,0,0,0,4,0,0,2,2,0,18,4,4,0,0,7,5,0,2,0,4,0,0,1,3,0,0,2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1432
"S75  6",5464,4142,4046,9,87,87,9,0,4,0,1,1,3,78,5,30,0,43,0,0,0,4,0,0,0,0,0,4,0,0,3,1,0,20,5,5,0,0,4,3,0,1,0,10,0,0,7,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298
"S8   0",10619,8412,8189,39,184,176,82,14,16,24,6,6,16,94,4,60,7,23,8,1,7,96,31,29,8,19,2,36,2,0,4,20,10,293,25,9,9,7,23,18,1,2,2,233,4,17,104,98,10,0,12,5,3,0,4,0,16,9,4,5,0,6,1,1,0,10,10,4,6,0,0,1792
"S8   7",9334,6566,6437,35,94,73,31,2,2,6,8,4,9,42,1,17,1,23,21,11,10,45,0,15,1,6,8,30,1,0,1,20,8,46,12,6,1,5,8,5,1,2,0,18,0,0,13,5,0,0,8,2,3,0,3,0,12,8,2,6,1,1,2,2,0,5,5,3,2,0,0,2660
"S8   8",10269,7749,7626,15,108,101,52,7,6,9,4,5,21,49,0,23,0,26,7,1,6,47,10,7,2,1,4,30,0,0,3,14,13,33,5,2,0,3,12,8,1,3,0,10,0,0,8,2,0,0,6,1,1,0,4,0,17,9,2,7,0,4,4,3,1,6,6,5,1,0,0,2417
"S8   9",6915,5229,5079,24,126,119,51,2,8,7,2,5,27,68,3,39,0,26,7,1,6,24,3,5,1,3,1,16,0,2,2,9,3,85,12,3,7,2,6,4,0,2,0,60,1,5,15,36,3,0,7,4,0,0,3,0,17,8,1,7,0,4,5,5,0,4,4,4,0,0,0,1556
"S80  1",7838,6143,5866,12,265,254,28,6,6,3,1,2,10,226,5,193,7,21,11,6,5,12,1,3,0,1,2,8,2,0,2,0,4,36,4,3,0,1,5,4,0,1,0,18,0,1,11,3,3,0,9,4,2,0,3,0,11,7,1,6,0,3,1,1,0,0,0,0,0,0,0,1636
"S80  2",13817,9823,8787,29,1007,999,58,11,10,8,12,4,13,941,45,814,17,65,8,1,7,36,2,15,2,12,1,19,1,0,8,6,4,85,3,0,3,0,19,7,4,7,1,55,5,1,26,15,8,0,8,3,4,0,1,0,11,4,2,2,2,4,1,0,1,4,4,2,2,0,2,3856
"S80  3",4707,3814,3705,16,93,92,10,1,1,0,1,1,6,82,4,58,3,17,1,0,1,9,3,0,0,0,0,6,0,0,4,1,1,12,0,0,0,0,2,1,0,1,0,9,0,0,7,1,1,0,1,0,0,0,1,0,2,2,0,2,0,0,0,0,0,1,1,0,1,0,0,869
"S80  4",7565,5014,4949,7,58,54,18,1,3,8,0,0,6,36,2,26,1,7,4,1,3,5,0,1,0,1,0,4,0,0,3,1,0,27,0,0,0,0,5,3,0,2,0,10,0,0,2,4,4,0,12,3,6,0,3,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2514
"S81  0",9091,6771,6618,17,136,130,16,1,3,4,0,5,3,114,0,99,2,13,6,1,5,16,1,2,0,2,0,13,1,0,1,10,1,47,2,1,0,1,1,1,0,0,0,37,0,0,34,2,1,0,7,5,2,0,0,0,8,2,1,1,0,5,1,0,1,1,1,0,1,0,0,2248
"S81  7",8399,6477,6348,7,122,117,24,2,0,6,3,7,6,93,0,87,1,5,5,3,2,9,2,3,0,1,2,4,0,0,0,2,2,50,0,0,0,0,6,5,0,1,0,30,0,0,17,9,2,2,14,3,6,0,5,0,6,3,1,2,0,2,1,1,0,3,3,3,0,0,0,1854
"S81  8",7931,6629,6264,7,358,356,34,0,3,6,11,4,10,322,38,221,1,62,2,0,2,10,2,1,0,0,1,7,1,0,2,3,1,19,1,1,0,0,0,0,0,0,0,13,0,0,8,2,0,3,5,2,0,0,3,0,3,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1269
"S81  9",6079,4263,4203,4,56,54,9,0,1,3,0,1,4,45,0,43,0,2,2,0,2,2,1,1,0,1,0,0,0,0,0,0,0,9,3,1,2,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805
"S9   1",23098,19436,18776,49,611,586,152,17,13,25,16,17,64,434,15,167,25,227,25,8,17,168,22,64,14,30,20,82,4,1,9,48,20,502,27,5,8,14,32,31,0,1,0,367,22,6,125,206,7,1,74,57,10,0,7,2,56,26,3,23,3,7,20,14,6,8,8,6,2,0,0,2928
"S9   3",16505,14243,13801,33,409,383,103,9,9,12,7,9,57,280,18,157,2,103,26,13,13,105,20,32,8,15,9,53,0,4,5,24,20,330,52,8,7,37,10,8,0,1,1,235,1,75,46,113,0,0,32,21,8,0,3,1,25,8,3,5,7,3,7,7,0,8,8,6,2,0,0,1794
"S9   4",8349,6358,6185,14,159,153,59,4,4,4,7,2,38,94,4,29,2,59,6,1,5,68,23,18,3,13,2,27,3,1,2,18,3,241,18,2,4,12,18,14,0,4,0,159,0,25,13,121,0,0,46,38,4,1,3,0,8,5,0,5,0,0,3,2,1,4,4,4,0,0,0,1670
"S9   5",12281,10192,9869,23,300,286,86,14,9,5,13,0,45,200,13,88,5,94,14,3,11,46,10,14,5,5,4,22,0,0,7,9,6,245,24,0,6,18,36,35,0,1,0,163,6,42,41,73,1,0,21,19,2,0,0,1,12,7,2,5,0,1,4,3,1,5,5,2,3,0,0,1781
"SE1  0",30041,26754,24058,575,2121,1997,1383,258,182,249,159,160,375,614,67,286,66,195,124,26,98,614,28,323,90,184,49,263,17,1,143,28,74,927,38,12,1,25,243,167,11,35,30,519,7,42,337,66,36,31,111,64,21,14,12,16,456,251,62,189,10,113,82,58,24,487,487,315,172,0,1,802
"SE1  1",14720,12857,11060,318,1479,1391,893,167,107,155,116,102,246,498,51,264,38,145,88,31,57,433,42,247,57,155,35,144,8,0,73,26,37,524,24,8,2,14,74,31,2,23,18,303,18,40,141,38,31,35,117,42,44,9,22,6,292,126,29,97,4,101,61,44,17,170,170,123,47,0,2,442
"SE1  2",31707,27309,23825,518,2966,2788,1880,409,279,359,135,189,509,908,112,417,62,317,178,40,138,841,28,463,112,279,72,350,30,0,214,38,68,1402,37,6,0,31,376,219,11,103,43,682,5,45,407,159,26,40,295,131,57,49,58,12,795,472,111,361,15,214,94,61,33,628,627,455,172,1,9,723
"SE1  3",13453,11352,9713,263,1376,1289,859,179,119,175,96,89,201,430,46,204,26,154,87,17,70,428,29,284,64,141,79,115,6,1,57,12,39,476,19,9,1,9,133,78,3,28,24,215,2,29,120,27,16,21,103,43,24,12,24,6,362,160,51,109,19,113,70,51,19,181,181,134,47,0,0,654
"SE1  4",9997,8057,6994,206,857,793,586,120,73,99,62,68,164,207,28,82,26,71,64,12,52,412,12,320,45,207,68,80,12,0,28,5,35,427,23,6,1,16,143,82,13,21,27,157,7,28,87,12,15,8,103,35,22,17,29,1,256,133,33,100,6,64,53,40,13,87,87,53,34,0,0,758
"SE1  5",9550,7429,6363,148,918,870,558,68,47,100,126,70,147,312,45,173,27,67,48,11,37,488,23,423,74,259,90,42,3,0,6,9,24,250,6,2,1,3,76,55,3,5,13,101,5,13,40,23,11,9,59,23,12,3,21,8,237,45,7,38,3,142,47,33,14,32,32,22,10,0,0,1114
"SE1  6",6037,4764,4115,92,557,506,361,57,37,56,73,43,95,145,15,59,11,60,51,8,43,299,12,244,50,126,68,43,9,0,7,4,23,384,31,5,3,23,117,83,3,16,15,144,1,51,58,19,6,9,84,11,13,12,48,8,173,37,11,26,5,84,47,41,6,31,31,25,6,0,0,386
"SE1  7",29194,25152,21584,612,2956,2809,1865,397,224,339,223,252,430,944,100,383,85,376,147,26,121,860,49,518,127,311,80,293,22,0,146,51,74,1397,61,25,2,34,264,154,14,49,47,686,1,97,388,70,49,81,358,161,90,56,51,28,634,306,72,234,18,176,134,99,35,439,439,314,125,0,2,710
"SE1  8",13391,11698,10241,255,1202,1091,733,133,99,135,115,86,165,358,40,181,25,112,111,34,77,244,14,131,40,72,19,99,10,0,46,7,36,604,19,3,2,14,131,70,23,9,29,296,7,34,193,34,8,20,150,45,24,43,38,8,282,182,53,129,4,70,26,19,7,173,173,107,66,0,5,385
"SE1  9",25608,22814,20111,408,2295,2148,1374,278,176,302,142,186,290,774,84,390,49,251,147,20,127,483,35,234,53,146,35,214,13,1,130,16,54,944,49,11,2,36,170,89,20,34,27,601,36,47,413,45,37,23,116,56,17,25,18,8,482,254,78,176,15,179,34,22,12,408,408,261,147,0,2,475
"SE10 0",9521,7648,6619,146,883,816,432,107,50,72,42,49,112,384,65,118,45,156,67,10,57,285,3,185,26,133,26,97,6,0,43,9,39,558,8,1,1,6,118,93,5,10,10,373,6,49,151,48,17,102,53,29,7,4,13,6,155,67,17,50,3,54,31,21,10,57,57,42,15,0,1,817
"SE10 8",6752,5616,5060,107,449,410,266,50,33,46,18,35,84,144,22,59,13,50,39,10,29,206,7,151,25,100,26,48,2,0,19,3,24,149,9,5,0,4,26,8,4,11,3,90,4,11,30,8,11,26,22,9,7,2,4,2,146,81,14,67,2,20,43,32,11,48,48,35,13,0,0,587
